,Acceleration,Agility,Awareness,Ball Carrier Vision,Block Shedding,Carrying,Catch In Traffic,Catching,Elusiveness,Finesse Moves,Hit Power,Impact Blocking,Injury,Juke Move,Jumping,Man Coverage,Name,Overall Rating,Pass Block,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Route Running,Run Block,Spectacular Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw on the Run,Toughness,Trucking,Zone Coverage,Wt,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd
1860,89,83,83,10,68,60,15,58,15,52,74,80,91,10,82,56,Will Compton,75,45,6,83,MLB,74,55,81,20,15,45,20,85,10,87,10,73,82,Redskins,6,6,6,37,6,82,32,67,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1892,86,85,62,58,74,61,56,67,61,53,82,66,88,66,80,64,Josh Harvey-Clemons,64,45,15,62,MLB,41,64,77,20,24,45,52,81,59,89,43,69,79,Redskins,10,10,15,30,15,74,43,73,217.0,31.5,12.0,121.0,7.10607843137255,4.289245283018869,4.705542168674697
1900,87,81,59,20,67,60,15,54,35,55,87,72,88,25,85,50,Martrell Spaight,62,45,6,59,MLB,66,42,77,12,15,45,15,78,25,86,44,77,85,Redskins,6,6,6,25,6,75,49,61,236.0,35.0,25.0,120.0,7.66,4.289245283018869,4.81
1928,86,82,82,27,83,55,15,69,32,44,80,84,87,40,72,51,Craig Robertson,77,45,6,82,MLB,54,55,86,15,15,45,25,79,30,86,40,68,87,Saints,6,6,6,30,6,85,44,61,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
1934,87,80,83,68,66,64,64,75,44,56,85,81,86,32,82,54,Manti Te'o,75,45,6,83,MLB,72,56,82,35,15,45,45,78,45,95,65,69,86,Saints,6,6,6,29,6,85,62,68,241.0,33.0,21.906666666666666,113.0,7.13,4.27,4.82
1946,88,74,72,65,82,70,60,71,45,54,73,83,91,44,77,58,A.J. Klein,72,45,6,72,MLB,72,56,82,25,20,45,45,83,45,94,50,67,84,Saints,6,6,6,20,6,87,54,70,250.0,33.9041095890411,20.0,113.0,7.10607843137255,4.289245283018869,4.66
1960,78,72,72,42,76,65,15,64,25,47,71,77,72,45,76,53,Michael Mauti,69,45,6,72,MLB,57,45,81,15,15,45,15,77,50,87,55,78,86,Saints,6,6,6,27,6,88,49,68,243.0,33.9041095890411,28.0,118.40789473684211,7.10607843137255,4.289245283018869,4.83
1984,88,85,92,31,88,55,15,73,23,66,95,90,94,30,92,67,Bobby Wagner,93,45,6,92,MLB,76,42,93,12,15,45,15,88,15,97,49,74,97,Seahawks,6,6,6,25,6,74,35,79,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2025,86,81,75,54,65,62,35,59,33,57,77,78,90,29,87,60,Michael Wilhoite,70,45,6,75,MLB,69,48,78,12,15,45,35,80,35,86,48,72,83,Seahawks,6,6,6,25,6,80,50,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2047,86,76,60,35,69,55,22,50,40,75,86,73,92,44,82,62,Terence Garvin,63,45,6,60,MLB,64,55,74,20,15,45,20,82,39,85,33,68,78,Seahawks,6,6,6,34,6,76,55,75,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2064,90,88,84,44,79,59,44,70,64,63,87,86,82,52,97,59,Ryan Shazier,83,45,6,84,MLB,75,54,86,25,15,45,52,90,49,93,45,83,85,Steelers,6,6,6,20,6,78,44,69,237.0,42.0,25.0,130.0,6.91,4.21,4.58
2082,83,75,73,40,81,60,25,51,25,63,88,81,81,52,79,56,Vince Williams,74,45,6,73,MLB,79,62,83,25,15,45,20,80,49,87,50,73,86,Steelers,6,6,6,29,6,85,35,67,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2100,87,72,72,35,71,55,15,52,20,49,74,77,85,20,88,61,Steven Johnson,69,45,6,72,MLB,64,45,83,12,15,45,15,81,15,87,35,66,82,Steelers,6,6,6,25,6,84,40,74,239.0,36.0,16.0,113.0,7.32,4.38,4.71
2105,89,76,65,29,67,65,40,64,10,55,77,67,92,56,88,69,L.J. Fort,66,45,6,65,MLB,67,56,79,15,20,45,40,82,35,83,29,74,84,Steelers,6,6,6,13,6,75,25,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2113,86,84,54,53,81,65,49,68,45,62,78,74,91,44,80,60,Tyler Matakevich,64,20,6,54,MLB,62,55,81,25,20,28,40,79,35,90,37,78,83,Steelers,6,6,6,20,6,93,40,72,238.0,31.0,22.0,112.0,7.19,4.5,4.81
2125,84,78,52,43,75,52,46,57,39,58,84,74,93,37,77,55,Keith Kelsey Jr,60,45,6,52,MLB,69,38,80,19,22,45,42,77,24,89,39,73,83,Steelers,6,6,6,24,6,87,34,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2135,88,80,85,29,80,54,15,52,25,49,88,86,94,30,90,69,Benardrick McKinney,82,45,6,85,MLB,62,42,85,12,15,45,15,84,25,84,47,69,90,Texans,6,6,6,25,6,78,50,79,246.0,40.5,16.0,121.0,7.21,4.27,4.66
2141,90,86,85,52,68,60,20,67,65,46,88,86,94,70,71,71,Brian Cushing,78,45,6,85,MLB,58,63,82,25,15,45,25,81,55,96,65,82,82,Texans,6,6,6,28,6,78,44,79,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2149,87,82,75,44,82,55,33,64,45,54,82,78,89,35,91,56,Sio Moore,75,45,6,75,MLB,65,60,86,30,15,45,35,84,45,92,25,74,84,Texans,6,6,6,33,6,82,55,63,245.0,38.0,29.0,127.0,7.49,4.31,4.65
2163,89,87,67,44,77,51,31,59,37,62,78,63,91,37,84,71,Zach Cunningham,70,45,6,67,MLB,48,42,85,25,15,45,36,83,24,91,48,77,82,Texans,6,6,6,25,6,87,43,68,234.0,35.0,15.0,125.0,7.03,4.29,4.67
2194,90,82,48,46,76,47,46,53,53,60,82,76,86,47,92,59,Dylan Cole,61,45,6,48,MLB,66,42,81,16,20,45,41,85,52,87,57,84,81,Texans,6,6,6,25,6,89,57,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2195,88,84,63,46,65,54,33,64,27,60,76,78,90,30,81,58,Brian Peters,61,45,6,63,MLB,70,44,75,33,15,45,35,84,37,88,51,67,74,Texans,6,6,6,25,6,78,51,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2212,89,80,86,25,81,67,15,67,21,68,83,87,95,30,85,62,Wesley Woodyard,82,45,6,86,MLB,52,50,84,12,15,45,15,84,15,93,35,66,89,Titans,6,6,6,25,6,86,25,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2220,89,75,80,35,83,45,39,61,25,38,82,79,92,22,78,60,Avery Williamson,79,45,6,80,MLB,52,60,86,20,10,45,35,84,30,91,40,78,92,Titans,6,6,6,30,6,76,49,68,246.0,30.5,25.0,120.0,7.11,4.07,4.66
2250,89,74,66,29,70,55,35,50,25,71,77,73,89,45,86,56,Nate Palmer,66,45,6,66,MLB,58,20,79,55,15,45,40,82,35,82,28,79,80,Titans,6,6,6,12,6,83,40,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2253,88,81,57,55,72,58,49,63,51,68,77,74,90,62,79,64,Jayon Brown,64,45,6,57,MLB,57,42,78,16,23,45,45,87,40,87,39,74,82,Titans,6,6,6,25,6,82,38,71,231.0,31.5,17.0,120.0,7.10607843137255,4.289245283018869,4.7
2259,86,81,58,46,65,65,44,64,37,66,86,80,88,45,78,72,Daren Bates,62,45,6,58,MLB,54,64,79,25,15,45,45,87,55,91,45,63,79,Titans,6,6,6,25,6,88,55,76,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2288,90,82,84,29,69,60,48,69,42,63,85,82,83,42,88,71,Eric Kendricks,80,45,6,84,MLB,53,55,86,25,15,45,47,85,35,92,33,74,87,Vikings,6,6,6,24,6,74,43,82,232.0,38.0,19.0,124.0,7.10607843137255,4.289245283018869,4.61
2325,86,78,60,26,77,53,38,60,27,61,85,76,96,35,83,64,Ben Gedeon,65,45,6,60,MLB,70,41,78,15,20,45,34,81,24,89,36,77,78,Vikings,6,6,6,18,6,92,30,70,244.0,34.5,27.0,119.0,6.98,4.13,4.75
2355,89,83,87,47,81,55,35,67,25,80,86,45,96,40,96,70,Jamie Collins,88,45,25,87,MLB,93,45,91,35,15,45,40,85,45,93,42,72,92,Patriots,44,46,50,48,55,75,45,84,250.0,41.5,19.0,139.0,7.1,4.32,4.64
2362,87,76,87,25,79,60,15,68,54,63,93,45,89,36,68,67,Rey Maualuga,84,45,6,87,MLB,74,48,85,12,15,45,15,82,31,93,15,82,89,Bengals,6,6,6,10,6,95,10,79,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2386,85,80,85,47,71,55,15,63,31,64,87,45,89,35,79,68,Rolando McClain,81,45,6,85,MLB,79,55,82,15,15,45,64,80,30,87,54,77,89,Cowboys,6,6,6,30,6,87,30,82,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2408,82,75,86,37,71,59,15,61,35,53,85,45,84,55,74,68,D'Qwell Jackson,79,45,6,86,MLB,71,50,83,20,10,45,15,75,51,97,10,77,90,Colts,6,6,6,26,6,85,40,74,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2447,81,73,75,19,76,55,25,64,10,55,88,45,82,35,70,67,Nate Irving,76,45,6,75,MLB,78,60,87,30,15,45,30,78,45,88,27,75,89,Colts,6,6,6,33,6,93,45,74,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2458,83,74,78,25,83,55,15,59,22,68,81,45,87,30,78,60,Erin Henderson,75,45,6,78,MLB,57,45,80,12,15,45,15,76,15,85,35,73,86,Jets,6,6,6,25,6,88,25,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2475,86,68,77,29,70,55,20,65,34,50,86,45,89,55,72,62,Perry Riley Jr.,74,45,6,77,MLB,73,65,81,25,15,45,20,79,30,87,18,81,89,Redskins,6,6,6,33,6,92,10,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2478,81,73,75,25,78,54,15,54,23,58,79,45,86,30,69,64,Akeem Dent,74,45,6,75,MLB,71,40,80,12,15,45,15,78,15,92,45,81,87,Texans,6,6,6,25,6,92,45,75,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2484,84,81,77,45,68,54,15,59,26,56,85,45,79,30,77,56,Donald Butler,73,45,6,77,MLB,73,45,82,12,15,45,15,81,15,95,35,73,87,Cardinals,6,6,6,25,6,86,44,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2488,87,83,75,25,75,58,30,65,45,68,84,45,85,55,88,67,Sean Weatherspoon,73,45,6,75,MLB,80,59,81,25,15,45,35,84,10,95,35,76,76,Falcons,6,6,6,15,6,75,10,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2490,87,80,76,40,74,55,15,64,22,73,80,45,90,40,90,62,Joplo Bartu,73,45,6,76,MLB,62,45,86,12,15,45,15,75,45,85,45,68,83,Jaguars,6,6,6,25,6,69,44,70,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2499,88,82,74,36,71,35,15,49,42,74,82,45,78,60,76,60,Kavell Conner,73,45,6,74,MLB,52,55,84,25,15,45,20,82,45,92,35,65,86,Ravens,6,6,6,18,6,65,35,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2500,86,78,88,60,56,65,55,72,68,71,84,45,98,60,74,53,James Laurinaitis,73,45,6,88,MLB,61,55,74,25,15,45,40,77,60,98,10,73,83,Saints,6,6,6,14,6,93,59,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2523,88,71,70,22,83,52,20,39,15,64,83,45,83,35,62,53,Jasper Brinkley,72,45,6,70,MLB,73,40,83,30,15,45,22,79,40,89,35,77,86,Giants,6,6,6,25,6,95,40,63,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2527,87,87,67,42,75,56,35,52,45,75,78,45,86,35,81,65,Arthur Brown,72,45,6,67,MLB,63,65,88,15,15,45,40,84,45,90,35,69,87,Ravens,6,6,6,36,6,86,47,71,241.0,33.9041095890411,21.906666666666666,116.0,7.10607843137255,4.289245283018869,4.62
2565,83,74,72,39,73,50,10,40,35,79,77,45,90,45,80,61,Jamari Lattimore,70,45,6,72,MLB,64,50,83,12,10,45,15,79,40,84,55,69,81,Bills,6,6,6,40,6,79,55,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2571,88,88,63,40,76,55,15,58,47,77,85,45,91,45,86,63,Daryl Washington,70,45,6,63,MLB,63,55,86,15,15,45,15,85,35,96,10,73,84,Cardinals,6,6,6,36,6,92,40,70,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2579,82,79,72,44,71,55,15,55,30,62,82,45,92,44,73,62,Justin Tuggle,70,45,6,72,MLB,68,51,86,25,15,45,35,75,45,86,49,66,81,Browns,6,6,6,16,6,79,45,74,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2582,88,85,74,40,64,65,15,30,48,66,76,45,90,45,86,68,Adam Hayward,70,45,6,74,MLB,51,45,85,12,10,45,25,84,30,85,35,70,79,Redskins,6,6,6,30,6,84,40,74,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2587,84,85,64,46,72,65,34,61,39,72,83,45,88,35,78,67,Gerald Hodges Jr.,69,45,6,64,MLB,63,65,83,15,15,45,35,78,30,92,40,70,87,49ers,6,6,6,25,6,85,45,74,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2620,85,76,69,10,74,60,15,60,25,55,75,45,91,15,86,52,Brandon Hepburn,68,45,6,69,MLB,62,40,84,25,15,45,20,86,10,87,25,72,82,Cowboys,6,6,6,25,6,85,39,64,240.0,32.0,21.0,124.0,7.4,4.55,4.68
2625,83,74,73,20,68,62,15,48,25,54,88,45,95,25,69,51,Kelvin Sheppard,68,45,6,73,MLB,69,40,78,12,15,45,15,79,15,87,45,75,81,Giants,6,6,6,25,6,85,35,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2634,87,70,69,45,78,65,45,58,32,53,80,45,92,45,81,55,Max Bullough,68,45,6,69,MLB,69,55,76,25,15,45,30,79,50,87,44,85,76,Texans,6,6,6,14,6,92,61,73,249.0,31.0,30.0,112.0,7.22,4.3,4.78
2643,89,72,66,42,85,64,45,49,30,54,72,45,89,44,81,55,Kevin Reddick,67,45,6,66,MLB,60,50,74,12,15,45,45,80,35,92,44,76,79,Bills,6,6,6,25,6,86,48,75,243.0,33.9041095890411,23.0,113.0,7.10607843137255,4.289245283018869,4.72
2712,83,72,66,25,75,60,24,50,32,54,81,45,93,34,82,60,Zachary Orr,65,45,6,66,MLB,73,50,82,20,15,45,25,81,35,84,25,62,77,Ravens,6,6,6,20,6,90,39,70,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2769,88,72,65,65,73,60,40,71,45,52,69,45,95,64,89,60,Jerry Franklin,63,45,6,65,MLB,55,45,69,12,33,45,35,82,58,87,55,63,82,Lions,6,6,6,25,6,64,60,68,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2813,82,77,66,35,60,55,40,57,21,48,71,45,78,35,81,57,Shayne Skov,61,45,6,66,MLB,64,40,74,25,19,45,35,72,39,92,40,80,82,49ers,6,6,6,20,6,94,45,73,245.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,5.09
2835,87,84,57,42,77,43,41,49,32,54,72,34,91,55,93,58,Carlos Fields,61,45,6,57,MLB,47,45,72,15,15,45,35,87,45,88,42,70,79,Redskins,6,6,6,25,6,79,39,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2862,89,74,43,35,81,65,15,52,20,63,83,45,93,30,81,52,Brandon Chubb,60,45,6,43,MLB,70,46,85,12,15,45,15,83,25,84,52,81,86,Rams,6,6,6,25,6,80,45,65,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2871,89,91,44,41,78,55,24,67,32,68,85,45,89,35,81,55,Micah Awe,59,45,6,44,MLB,64,40,71,25,15,45,20,83,25,97,35,75,86,Buccaneers,6,6,6,25,6,80,43,65,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2876,85,75,56,40,63,60,21,63,31,67,68,45,92,45,81,53,Amarlo Herrera,59,45,6,56,MLB,74,55,83,25,15,45,20,80,40,87,35,75,79,Colts,6,6,6,25,6,73,43,68,244.0,32.0,23.0,111.0,7.35,4.27,4.83
2901,87,81,40,50,77,64,60,61,45,72,82,45,90,62,70,65,Cassanova McKinzy,57,45,6,40,MLB,71,65,83,12,22,45,62,78,52,87,45,78,78,Buccaneers,6,6,6,25,6,80,56,76,248.0,33.9041095890411,21.0,118.40789473684211,7.10607843137255,4.289245283018869,4.83
2903,80,81,43,22,77,50,15,65,35,75,79,45,91,56,70,64,Curt Maggitt,57,45,6,43,MLB,73,59,78,20,15,45,15,80,10,89,28,79,80,Colts,6,6,6,18,6,80,50,72,247.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.73
2904,85,83,53,45,68,56,47,60,45,70,69,45,90,47,84,67,Torrey Green,57,45,6,53,MLB,60,65,75,25,35,45,37,83,47,90,47,75,70,Falcons,6,6,6,29,6,78,63,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2908,87,78,55,37,67,47,42,51,42,41,83,45,89,35,82,51,Terrance Plummer,57,45,15,55,MLB,57,20,69,34,29,45,35,79,38,90,41,74,82,Vikings,20,30,35,30,15,87,46,63,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2912,89,76,50,48,55,64,25,62,35,76,74,45,86,39,87,50,Reshard Cliett,54,45,6,50,MLB,64,40,84,15,15,45,32,88,45,75,49,73,78,Texans,6,6,6,25,6,74,49,55,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2917,85,75,75,35,79,60,20,54,23,60,87,45,84,20,70,63,Desmond Bishop,76,45,6,75,MLB,79,40,86,25,15,45,25,74,15,87,25,83,84,49ers ,6,6,6,30,6,80,40,69,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2923,88,85,68,39,69,55,54,64,44,57,78,45,77,55,83,62,Nick Moody,68,45,6,75,MLB,71,80,79,15,15,45,55,81,60,92,35,65,77,49ers ,6,6,6,27,6,74,50,76,236.0,33.9041095890411,17.0,118.0,7.10607843137255,4.289245283018869,4.71
2936,93,76,54,25,67,62,35,55,20,60,85,45,95,47,80,58,DeDe Lattimore,61,45,6,63,MLB,72,44,75,12,10,45,25,83,49,85,40,70,75,Bears ,6,6,6,25,6,77,50,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2948,86,78,84,52,72,65,20,53,43,69,84,45,97,60,75,68,A.J. Hawk,77,45,6,87,MLB,78,68,84,25,15,45,25,80,55,90,65,73,77,Bengals ,6,6,6,28,6,90,44,76,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2950,83,75,66,48,86,64,28,52,25,54,82,45,92,29,78,56,Nico Johnson,73,45,6,70,MLB,66,65,84,20,24,45,25,80,35,82,39,74,87,Bengals ,6,6,6,19,6,83,44,68,248.0,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.73
2965,83,74,62,35,72,55,42,56,25,52,79,45,92,34,83,50,Jimmy Gaines,64,45,6,72,MLB,63,55,84,20,10,45,35,77,39,86,47,70,76,Bills ,6,6,6,30,6,85,54,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
2972,88,84,55,49,72,65,20,64,35,66,71,45,92,38,89,65,Ty Powell,63,45,6,57,MLB,83,69,73,25,15,45,25,83,29,86,45,81,77,Bills ,6,6,6,20,6,73,61,77,249.0,37.0,28.0,122.0,6.98,4.4,4.64
2996,78,74,75,25,72,50,15,54,27,50,76,45,87,30,75,63,Reggie Walker,66,45,6,74,MLB,45,45,78,12,15,45,15,75,15,88,35,74,75,Broncos ,6,6,6,25,6,85,30,73,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3000,88,83,63,47,67,64,50,66,31,65,76,45,88,47,86,64,Darius Eubanks,62,45,6,60,MLB,52,60,77,15,15,45,55,88,41,84,52,73,72,Browns ,6,6,6,30,6,75,54,75,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3004,89,86,74,35,69,57,61,70,30,52,68,45,92,28,88,70,Chris Kirksey,72,45,6,72,MLB,64,66,89,20,10,45,55,86,30,88,37,64,83,Browns ,6,6,6,30,6,69,50,79,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3008,91,82,60,45,57,65,15,66,42,57,85,45,94,45,81,62,Hayes Pullard,62,45,6,72,MLB,50,47,79,12,15,45,15,84,40,90,40,69,75,Browns ,6,6,6,25,6,68,34,72,240.0,31.0,19.0,110.0,7.07,4.39,4.78
3024,84,78,78,30,78,65,20,58,24,79,82,45,90,45,85,67,Danny Lansanah,79,45,6,79,MLB,72,50,90,20,20,45,20,77,35,88,65,74,86,Buccaneers ,6,6,6,35,6,86,55,79,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3025,83,73,73,25,76,64,15,43,22,42,72,45,90,20,65,52,Orie Lemon,68,45,6,74,MLB,65,45,81,12,15,45,15,74,15,80,35,74,81,Buccaneers ,6,6,6,25,6,75,47,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3038,86,73,64,35,66,55,40,57,21,48,71,45,94,35,85,55,Glenn Carson,63,45,6,63,MLB,62,40,72,25,19,45,35,80,39,84,40,79,85,Cardinals ,6,6,6,20,6,85,45,71,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3039,83,76,63,39,78,49,25,45,35,60,75,45,92,29,82,57,Kenny Demens,68,45,6,68,MLB,70,45,83,12,10,45,25,77,20,86,45,83,79,Cardinals ,6,6,6,32,6,88,44,65,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3048,87,77,75,25,82,55,15,52,23,54,90,45,86,30,78,54,Darryl Sharpton,74,45,6,70,MLB,70,45,83,12,15,45,15,78,15,89,35,73,86,Cardinals ,6,6,6,25,6,97,25,64,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3095,84,86,59,40,65,62,45,64,30,55,77,45,90,45,77,60,Henoc Muamba,63,45,6,57,MLB,66,45,85,12,15,45,39,79,40,84,52,64,85,Colts ,6,6,6,22,6,80,45,70,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3135,90,73,67,33,75,45,25,48,28,55,62,45,86,21,85,50,Emmanuel Acho,69,45,6,72,MLB,76,56,81,37,15,45,25,82,42,87,64,73,84,Eagles ,6,6,6,14,6,85,45,64,238.0,35.5,24.0,118.0,7.10607843137255,4.289245283018869,4.64
3143,83,82,79,42,72,49,10,52,50,76,82,45,87,20,75,62,Brad Jones,73,45,6,76,MLB,67,35,81,12,10,45,15,84,20,91,35,66,79,Eagles ,6,6,6,32,6,75,45,72,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3150,82,82,91,19,73,70,25,59,32,66,75,45,94,45,79,66,DeMeco Ryans,82,45,6,89,MLB,51,60,91,30,15,45,30,78,45,95,27,71,90,Eagles ,6,6,6,33,6,90,10,76,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3159,87,86,65,80,73,85,42,52,47,45,77,45,78,73,74,55,Allen Bradford,66,45,15,64,MLB,62,20,81,66,29,45,40,85,67,83,85,75,78,Falcons ,20,30,35,30,15,78,86,67,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3176,85,85,91,50,66,60,20,66,74,65,93,45,79,74,80,64,Jon Beason,79,45,6,89,MLB,54,55,88,15,15,45,40,76,40,92,70,67,84,Giants ,6,6,6,25,6,89,35,71,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3192,87,73,81,35,79,65,20,52,24,69,88,45,84,25,72,54,Jameel McClain,77,45,6,79,MLB,78,40,84,30,15,45,20,77,20,88,45,76,81,Giants ,6,6,6,22,6,85,35,66,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3226,84,74,81,25,76,50,15,43,20,61,95,45,95,20,75,51,Joe Mays,77,45,6,77,MLB,76,45,84,12,15,45,15,72,15,93,35,82,87,Jets ,6,6,6,25,6,87,25,65,239.1098901098901,33.9041095890411,21.906666666666666,118.40789473684211,7.10607843137255,4.289245283018869,4.705542168674697
3246,85,73,70,52,68,60,40,67,25,48,72,45,87,37,88,50,Travis Lewis,65,45,6,68,MLB,60,45,78,12,15,45,35,79,25,91,39,77,80,Lions ,6,6,6,25,6,79,45,74,246.0,36.0,22.0,122.0,7.10607843137255,4.289245283018869,4.83
